Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Purpose,Origination_Date,Credit_Score,Interest_Rate,Loan_Term_Months,Monthly_Installment,Number_of_Active_Loans,Total_Debt,Debt_to_Income,Loan_to_Income,Previous_Defaults,Days_Past_Due,Payment_History_Ratio,Credit_Utilization,Collateral_Type,Default_Flag,Loan_Status
LOAN_04233,CUST_00123,Mortgage,48660.06,Investment Property,2025-04-06,584,8.68,180,484.32,1,53772.84,0.332,2.7797,1,8,0.8812,0.4154,Land,0,Grace Period
LOAN_04234,CUST_06471,Personal,43250.28,Education Fees,2024-12-11,610,7.08,12,3743.9,1,76269.01,1.2862,1.2382,0,10,0.9509,0.1224,Savings Account,0,Grace Period
LOAN_04235,CUST_04529,Mortgage,56905.71,Investment Property,2023-09-23,497,9.89,300,512.7,2,65935.45,1.5,7.8376,2,95,0.5263,0.7365,Commercial Property,0,Late (31-90 days)
LOAN_04236,CUST_00655,Consumer,16568.34,Retail Financing,2025-01-02,562,8.18,12,1442.63,4,21260.76,1.5,0.5259,0,1,1.0,0.2827,None,0,Grace Period
LOAN_04237,CUST_02421,Personal,10663.8,Emergency Fund,2017-10-19,609,7.54,36,331.91,2,22598.44,0.4956,0.6634,0,0,1.0,0.0523,Jewelry,0,Fully Paid
LOAN_04238,CUST_06165,Consumer,16230.59,Subscription,2023-02-08,607,7.2,6,2762.19,1,26744.14,0.9979,0.4887,1,13,0.8941,0.162,None,0,Grace Period
LOAN_04239,CUST_04534,Consumer,28222.18,Electronics Purchase,2023-08-02,667,6.39,6,4791.75,3,49979.08,1.5,0.5238,0,2,1.0,0.3479,None,0,Grace Period
LOAN_04240,CUST_06207,Consumer,27369.46,Travel Package,2023-11-04,621,7.7,24,1234.11,2,56391.05,0.5622,0.5195,0,1,0.9745,0.0866,Electronics,0,Grace Period
LOAN_04241,CUST_02467,Auto,5073.94,Car Refinance,2023-09-04,548,9.95,36,163.6,1,7882.79,0.5986,1.5471,2,13,0.8087,0.5423,Motorcycle,1,Default
LOAN_04242,CUST_07763,Consumer,10043.71,Retail Financing,2025-01-31,553,9.68,18,601.72,1,23088.69,0.5296,0.7366,0,3,0.9711,0.3084,Electronics,0,Grace Period
LOAN_04243,CUST_03015,Mortgage,79126.37,Investment Property,2021-11-09,558,9.61,300,697.38,3,104576.15,1.5,7.8865,0,20,0.9093,0.3158,Residential Property,0,Late (16-30 days)
LOAN_04244,CUST_08370,Auto,1026.48,Used Car Purchase,2025-05-13,467,10.11,36,33.17,1,1083.8,0.3981,1.0265,1,11,0.8537,0.4817,New Vehicle,0,Grace Period
LOAN_04245,CUST_01201,Mortgage,177058.89,Refinance,2025-04-11,638,7.79,360,1273.37,2,252158.98,0.7097,4.1117,1,28,0.8233,0.08,Residential Property,0,Late (16-30 days)
LOAN_04246,CUST_03162,Auto,40948.28,New Car Purchase,2025-04-05,636,6.63,72,690.88,1,50165.16,0.3567,1.7618,0,10,0.9777,0.1046,Motorcycle,0,Grace Period
LOAN_04247,CUST_04586,Auto,76503.85,Used Car Purchase,2024-01-28,669,6.26,24,3399.67,2,163587.2,1.087,1.0192,0,1,1.0,0.0801,Used Vehicle,0,Grace Period
LOAN_04248,CUST_03603,Consumer,500.0,Travel Package,2025-05-31,473,9.95,6,85.77,1,1058.86,1.0293,0.5,2,18,0.7213,0.3913,Furniture,0,Late (16-30 days)
LOAN_04249,CUST_01950,Personal,26295.89,Debt Consolidation,2022-08-03,556,8.36,36,828.39,1,39228.06,0.4308,1.1396,0,4,0.9809,0.0601,Savings Account,0,Grace Period
LOAN_04250,CUST_03323,Consumer,31181.05,Retail Financing,2025-05-08,664,6.62,12,2692.54,4,74365.42,1.5,0.5441,0,0,1.0,0.0541,Electronics,0,Fully Paid
LOAN_04251,CUST_09086,Personal,16441.31,Vacation,2023-03-13,599,8.06,60,333.84,1,31587.97,0.0949,0.3893,1,23,0.8323,0.0923,None,0,Late (16-30 days)
LOAN_04252,CUST_05699,Consumer,16070.99,Appliances,2024-03-23,592,7.52,18,946.93,1,26977.03,0.503,0.7114,1,19,0.8756,0.313,Electronics,0,Late (16-30 days)
LOAN_04253,CUST_07764,Auto,9775.21,Motorcycle,2023-09-22,548,9.85,60,206.97,1,11872.96,0.3215,1.2656,1,33,0.8436,0.5894,Used Vehicle,0,Late (31-90 days)
LOAN_04254,CUST_00557,Personal,3296.95,Emergency Fund,2024-05-02,498,9.48,60,69.21,2,3849.76,0.3399,0.6747,1,26,0.8143,0.388,Savings Account,0,Late (16-30 days)
LOAN_04255,CUST_02184,Auto,48231.66,Commercial Vehicle,2025-01-05,673,5.39,36,1454.01,2,66532.7,0.6496,0.8979,1,24,0.8353,0.2372,New Vehicle,0,Late (16-30 days)
LOAN_04256,CUST_07409,Personal,6889.33,Wedding,2024-03-03,588,8.45,60,141.18,1,14964.76,0.0998,0.4059,0,1,1.0,0.1379,Fixed Deposit,0,Grace Period
LOAN_04257,CUST_01925,Auto,6490.69,Motorcycle,2022-06-20,503,9.36,72,118.16,1,10292.93,0.1431,0.6549,0,6,0.9973,0.4017,New Vehicle,0,Grace Period
LOAN_04258,CUST_06504,Personal,3962.38,Emergency Fund,2025-04-01,498,9.72,36,127.33,1,5983.1,0.3807,0.9873,1,42,0.7618,0.6641,Savings Account,0,Late (31-90 days)
LOAN_04259,CUST_01543,Personal,22372.97,Emergency Fund,2019-11-29,642,7.08,48,536.58,1,27672.26,0.3786,1.3154,0,0,0.9517,0.2408,Fixed Deposit,0,Current
LOAN_04260,CUST_03796,Personal,10717.6,Legal Fees,2022-01-05,512,9.08,36,341.22,3,22658.37,1.4631,1.2765,0,0,1.0,0.5038,Fixed Deposit,1,Default
LOAN_04261,CUST_06439,Consumer,5489.63,Travel Package,2017-08-26,588,7.27,18,322.83,2,7065.57,1.1199,0.7935,0,6,0.9476,0.3433,Electronics,1,Default
LOAN_04262,CUST_03256,Personal,16817.04,Other Personal,2023-01-16,619,8.37,36,529.86,1,19157.27,0.3428,0.9067,0,0,0.9744,0.2496,Fixed Deposit,0,Current
LOAN_04263,CUST_07429,Personal,15696.81,Vacation,2022-08-05,563,8.28,48,385.27,1,31319.54,0.3002,1.0194,1,30,0.7938,0.4415,Jewelry,0,Late (16-30 days)
LOAN_04264,CUST_06633,Personal,4421.31,Other Personal,2025-03-12,546,8.85,36,140.29,4,6922.87,0.5746,0.3773,2,38,0.7436,0.5751,Fixed Deposit,1,Late (31-90 days)
LOAN_04265,CUST_01939,Personal,4192.47,Other Personal,2025-05-08,544,8.8,60,86.62,1,8682.26,0.2067,0.8336,2,63,0.6164,0.3161,Fixed Deposit,1,Late (31-90 days)
LOAN_04266,CUST_09659,Mortgage,101719.56,Land Purchase,2024-04-06,585,8.1,360,753.49,2,229217.96,1.0482,5.8961,0,3,0.9607,0.0503,Land,1,Default
LOAN_04267,CUST_01953,Mortgage,7346.62,Land Purchase,2023-08-02,474,11.61,180,86.34,4,14156.9,1.5,6.8044,2,53,0.6789,0.9553,Land,1,Late (31-90 days)
LOAN_04268,CUST_04830,Personal,19363.09,Wedding,2015-07-31,658,5.59,60,370.66,4,21106.88,0.9268,1.0087,0,0,1.0,0.1276,None,0,Fully Paid
LOAN_04269,CUST_07424,Mortgage,41455.03,Refinance,2022-07-20,538,9.75,360,356.16,4,51450.65,0.8547,2.0726,2,50,0.6935,0.4336,Land,0,Late (31-90 days)
LOAN_04270,CUST_07672,Personal,11846.91,Legal Fees,2020-02-18,538,9.15,48,295.66,3,27424.22,0.5229,0.582,0,5,1.0,0.6561,Jewelry,0,Grace Period
LOAN_04271,CUST_07908,Auto,46808.65,New Car Purchase,2025-05-10,548,9.51,72,855.65,1,87627.35,0.4036,1.8401,1,25,0.8594,0.3683,Used Vehicle,0,Late (16-30 days)
LOAN_04272,CUST_02683,Auto,6880.7,Car Refinance,2024-08-11,559,8.0,36,215.62,2,10788.74,1.2686,1.6868,0,6,1.0,0.2959,Used Vehicle,0,Grace Period
LOAN_04273,CUST_00366,Personal,7014.33,Relocation,2022-04-23,567,7.77,24,316.5,3,16730.17,0.475,0.2924,2,58,0.664,0.4295,Fixed Deposit,0,Late (31-90 days)
LOAN_04274,CUST_07426,Personal,1522.66,Medical Expenses,2019-10-23,510,10.17,36,49.25,2,3653.84,0.2879,0.3709,0,12,0.9663,0.4189,Fixed Deposit,1,Default
LOAN_04275,CUST_00274,Consumer,15457.99,Retail Financing,2019-02-21,595,8.01,18,914.26,1,24110.34,0.2303,0.3245,0,2,0.9968,0.2748,Electronics,0,Grace Period
LOAN_04276,CUST_06884,Mortgage,55116.71,Investment Property,2015-02-07,521,10.37,120,739.71,2,92242.63,1.5,6.7685,0,17,0.9687,0.3891,Commercial Property,0,Late (16-30 days)
LOAN_04277,CUST_06101,Mortgage,69963.46,Land Purchase,2024-07-18,555,8.48,360,536.97,2,159871.15,0.9623,5.2242,1,40,0.791,0.2058,Commercial Property,1,Late (31-90 days)
LOAN_04278,CUST_03925,Mortgage,168372.8,Second Home,2023-03-23,593,8.55,360,1300.61,3,229020.81,1.0021,3.6035,0,2,1.0,0.192,Land,0,Grace Period
LOAN_04279,CUST_02627,Mortgage,6017.16,Investment Property,2025-03-12,495,10.85,360,56.62,2,14855.72,0.7778,3.4441,1,34,0.8035,0.597,Land,1,Late (31-90 days)
LOAN_04280,CUST_02014,Personal,635.54,Emergency Fund,2025-05-23,500,9.26,48,15.89,4,1574.57,0.5778,0.4814,0,7,0.9661,0.5972,Fixed Deposit,0,Grace Period
LOAN_04281,CUST_08214,Mortgage,5996.46,Home Construction,2025-03-14,520,9.6,240,56.29,4,10614.96,1.5,4.1926,0,5,0.9794,0.6681,Residential Property,0,Grace Period
LOAN_04282,CUST_02723,Personal,18852.75,Home Improvement,2025-02-11,526,8.76,48,467.01,3,37057.43,1.3129,1.4722,1,20,0.8134,0.6348,None,0,Late (16-30 days)
LOAN_04283,CUST_09915,Mortgage,384236.41,Home Construction,2024-07-30,661,6.36,240,2833.18,1,545900.56,0.6752,7.6311,1,11,0.8763,0.2511,Residential Property,0,Grace Period
LOAN_04284,CUST_00934,Mortgage,27167.54,Land Purchase,2025-02-26,542,8.93,240,243.21,1,33139.66,0.7413,6.9006,0,6,0.985,0.8902,Commercial Property,0,Grace Period
LOAN_04285,CUST_09123,Personal,5461.6,Medical Expenses,2023-06-23,554,9.17,60,113.82,1,10129.53,0.2264,0.9053,0,0,1.0,0.2499,Savings Account,1,Default
LOAN_04286,CUST_09109,Auto,1857.18,Car Repair,2024-10-08,488,10.89,72,35.25,1,4638.34,0.423,1.8572,2,30,0.7324,0.6543,Used Vehicle,1,Default
LOAN_04287,CUST_01177,Mortgage,237422.68,Refinance,2023-04-26,629,6.58,240,1781.36,3,444649.83,1.2851,4.7576,0,3,1.0,0.201,Residential Property,1,Default
LOAN_04288,CUST_06048,Mortgage,34105.37,Land Purchase,2022-04-18,585,8.55,360,263.45,1,62916.41,0.6122,6.6042,1,38,0.8434,0.4951,Land,0,Late (31-90 days)
LOAN_04289,CUST_03902,Mortgage,177628.48,Second Home,2025-03-09,715,5.65,300,1106.76,2,286347.94,0.3107,2.0776,0,0,0.9816,0.4201,Land,0,Fully Paid
LOAN_04290,CUST_01408,Personal,6717.13,Relocation,2024-05-26,531,8.56,36,212.23,4,8404.3,1.0369,0.6837,1,22,0.8393,0.6485,Savings Account,0,Late (16-30 days)
LOAN_04291,CUST_09980,Personal,13209.39,Vacation,2022-09-11,511,9.67,60,278.52,1,27353.18,0.2312,0.9136,0,3,0.9681,0.4472,Fixed Deposit,1,Default
LOAN_04292,CUST_05031,Personal,10951.15,Relocation,2023-10-27,558,9.39,36,350.23,1,24521.07,0.4754,1.2387,0,9,0.9754,0.4766,Fixed Deposit,1,Default
LOAN_04293,CUST_03108,Mortgage,8270.7,Second Home,2024-11-04,513,9.26,240,75.8,3,9451.16,1.5,6.9598,1,19,0.8513,0.3541,Commercial Property,1,Default
LOAN_04294,CUST_07891,Auto,2745.6,Car Refinance,2025-03-16,471,11.64,36,90.72,3,5560.71,1.5,1.4217,2,38,0.6555,0.5605,New Vehicle,1,Late (31-90 days)
LOAN_04295,CUST_09531,Auto,6635.24,Commercial Vehicle,2024-01-19,519,10.54,60,142.75,1,9680.69,0.4079,1.5799,2,42,0.6706,0.7287,Motorcycle,0,Late (31-90 days)
LOAN_04296,CUST_01476,Personal,15795.68,Relocation,2025-01-23,530,8.54,60,324.38,1,35842.4,0.2001,0.812,1,28,0.8414,0.7142,None,0,Late (16-30 days)
LOAN_04297,CUST_09796,Mortgage,168863.82,Land Purchase,2023-07-10,590,7.43,120,1998.28,2,204952.17,1.5,6.7921,2,60,0.6024,0.5625,Residential Property,1,Late (31-90 days)
LOAN_04298,CUST_08853,Personal,6132.14,Other Personal,2020-03-15,634,7.51,36,190.78,1,11736.7,0.1092,0.2925,0,2,0.9873,0.0831,Jewelry,0,Grace Period
LOAN_04299,CUST_06176,Auto,68723.35,Motorcycle,2023-08-15,640,6.62,60,1348.52,1,135836.75,0.2614,1.1102,0,1,0.9776,0.2668,New Vehicle,0,Grace Period
LOAN_04300,CUST_05862,Personal,3277.8,Wedding,2025-04-17,496,9.82,12,287.9,1,6633.75,0.4908,0.4656,1,19,0.7989,0.6977,None,1,Default
LOAN_04301,CUST_01735,Mortgage,3298.57,Home Construction,2020-10-10,493,10.83,180,37.14,2,3870.76,0.8914,3.2986,2,16,0.7619,0.65,Residential Property,0,Late (16-30 days)
LOAN_04302,CUST_09155,Consumer,29556.64,Travel Package,2022-06-04,632,6.43,18,1726.89,4,73080.5,1.2427,0.4431,0,1,1.0,0.3402,Electronics,1,Default
LOAN_04303,CUST_09316,Auto,46386.46,Car Repair,2022-12-09,639,6.48,24,2065.92,4,68894.19,1.5,1.9228,0,6,0.9977,0.0905,New Vehicle,1,Default
LOAN_04304,CUST_06114,Consumer,643.94,Electronics Purchase,2023-09-30,555,8.77,12,56.24,2,977.55,0.2556,0.122,0,7,0.9773,0.3408,None,0,Grace Period
LOAN_04305,CUST_03062,Personal,910.82,Other Personal,2023-11-07,482,10.31,12,80.21,1,924.47,0.7896,0.7472,0,7,0.974,0.3831,Fixed Deposit,1,Default
LOAN_04306,CUST_07595,Personal,20013.34,Home Improvement,2022-04-12,582,7.65,48,485.3,1,41099.69,0.2945,1.0122,0,3,1.0,0.4482,Fixed Deposit,0,Grace Period
LOAN_04307,CUST_07573,Personal,13858.03,Emergency Fund,2023-01-02,572,7.94,24,626.38,2,26772.28,1.438,1.3256,0,0,1.0,0.5866,None,0,Current
LOAN_04308,CUST_09243,Personal,49882.97,Other Personal,2023-08-26,659,6.66,36,1532.5,1,64965.39,0.3868,1.0491,0,0,0.9953,0.4698,Fixed Deposit,0,Current
LOAN_04309,CUST_04979,Consumer,523.32,Furniture,2024-01-03,444,12.45,12,46.61,1,957.24,0.5593,0.5233,0,3,1.0,0.5345,Furniture,0,Grace Period
LOAN_04310,CUST_04508,Consumer,659.83,Furniture,2021-12-17,490,10.44,18,39.76,2,1282.64,0.249,0.1722,1,33,0.8367,0.7229,None,1,Late (31-90 days)
LOAN_04311,CUST_04586,Mortgage,366031.67,Investment Property,2024-06-15,686,6.17,180,3122.5,1,589762.34,0.4992,4.8764,0,0,1.0,0.1433,Commercial Property,0,Current
LOAN_04312,CUST_05509,Auto,1494.76,Commercial Vehicle,2022-10-02,557,9.31,24,68.5,3,3285.72,1.3709,0.831,0,1,0.9482,0.3614,Motorcycle,0,Grace Period
LOAN_04313,CUST_05827,Auto,3105.54,Car Repair,2025-05-31,468,11.4,36,102.26,1,7688.62,0.776,1.964,1,10,0.8796,0.637,Used Vehicle,1,Default
LOAN_04314,CUST_03345,Mortgage,24117.8,Second Home,2023-11-13,576,8.91,240,215.6,2,51158.64,1.1872,5.5334,0,0,1.0,0.3515,Residential Property,0,Fully Paid
LOAN_04315,CUST_08846,Mortgage,14372.74,Investment Property,2024-08-17,452,11.2,240,150.31,3,21671.87,1.5,6.1595,2,27,0.764,0.6056,Land,0,Late (16-30 days)
LOAN_04316,CUST_08962,Mortgage,69917.8,Land Purchase,2022-10-08,510,9.5,300,610.87,4,172698.5,1.5,7.7403,2,56,0.683,0.5029,Commercial Property,1,Late (31-90 days)
LOAN_04317,CUST_07483,Auto,14583.98,New Car Purchase,2017-02-02,587,8.71,72,260.79,4,27661.73,0.9264,1.0793,0,6,0.9364,0.0531,New Vehicle,0,Grace Period
LOAN_04318,CUST_03373,Auto,16920.24,Motorcycle,2023-12-07,530,9.75,48,427.11,2,31856.59,0.9182,1.5157,0,10,1.0,0.4647,Used Vehicle,0,Grace Period
LOAN_04319,CUST_06797,Mortgage,8701.88,Primary Residence,2025-05-31,525,9.95,240,83.69,1,17395.55,0.7739,6.7054,0,2,0.9828,0.7236,Commercial Property,1,Default
LOAN_04320,CUST_05418,Personal,1489.19,Wedding,2019-07-06,568,7.95,12,129.51,4,1634.06,1.5,0.4215,0,1,0.9949,0.5926,Savings Account,1,Default
LOAN_04321,CUST_04410,Auto,24871.64,Commercial Vehicle,2025-03-25,568,8.54,48,613.51,4,46523.64,1.5,1.7759,1,28,0.787,0.3527,Used Vehicle,1,Default
LOAN_04322,CUST_03654,Auto,16573.0,Car Refinance,2024-05-06,548,8.89,72,297.83,2,18057.56,0.6818,1.5808,0,7,1.0,0.8914,New Vehicle,0,Grace Period
LOAN_04323,CUST_02733,Personal,6066.61,Vacation,2020-02-13,564,8.96,12,530.42,1,6068.37,0.4215,0.4017,1,25,0.8099,0.3247,None,1,Default
LOAN_04324,CUST_02217,Auto,29058.22,New Car Purchase,2012-07-12,623,6.47,48,688.71,2,63064.74,0.5859,1.03,1,13,0.8477,0.258,New Vehicle,1,Default
LOAN_04325,CUST_08525,Consumer,3700.86,Retail Financing,2024-03-12,569,7.71,36,115.48,1,4383.8,0.1631,0.4355,0,7,1.0,0.0764,None,0,Grace Period
LOAN_04326,CUST_03603,Personal,1016.34,Debt Consolidation,2025-05-31,456,11.4,48,26.47,2,1916.27,0.6353,1.0163,1,29,0.79,0.5464,Savings Account,0,Late (16-30 days)
LOAN_04327,CUST_03931,Personal,11111.81,Emergency Fund,2024-10-03,554,8.47,48,273.73,3,24013.97,0.6699,0.7554,0,5,1.0,0.3857,Savings Account,0,Grace Period
LOAN_04328,CUST_00830,Mortgage,560413.13,Investment Property,2024-12-16,617,7.7,240,4583.43,1,981928.72,0.7799,7.9466,0,10,0.9815,0.384,Land,1,Default
LOAN_04329,CUST_06859,Personal,67018.69,Debt Consolidation,2025-05-12,677,6.35,12,5778.85,3,136607.71,1.5,1.1579,0,0,1.0,0.1503,Jewelry,0,Fully Paid
LOAN_04330,CUST_07787,Personal,6117.62,Medical Expenses,2025-04-07,503,9.3,24,280.32,3,6851.91,0.7704,0.467,0,3,0.9633,0.5954,None,0,Grace Period
LOAN_04331,CUST_01309,Personal,9659.29,Medical Expenses,2021-08-02,531,10.3,48,246.38,5,11984.03,1.1491,0.7508,0,20,0.9204,0.5767,Savings Account,0,Late (16-30 days)
LOAN_04332,CUST_01561,Personal,24768.16,Relocation,2022-11-18,587,8.69,24,1128.01,1,37146.99,0.4337,0.7936,0,2,1.0,0.4003,Fixed Deposit,1,Default
LOAN_04333,CUST_06593,Personal,13614.18,Wedding,2020-10-19,534,9.11,36,433.62,2,17287.31,0.5704,0.7462,0,2,1.0,0.592,None,0,Grace Period
LOAN_04334,CUST_05416,Mortgage,750688.2,Land Purchase,2021-02-26,646,6.32,180,6465.25,1,786446.09,0.7776,7.5245,1,30,0.8571,0.4985,Commercial Property,0,Late (16-30 days)
LOAN_04335,CUST_04785,Auto,27406.49,Used Car Purchase,2022-07-12,576,9.44,60,574.78,1,28497.21,0.4906,1.9493,0,2,1.0,0.3653,Motorcycle,1,Default
LOAN_04336,CUST_06808,Auto,24777.51,Car Repair,2025-05-31,601,7.09,24,1110.36,1,50430.26,0.5299,0.9855,0,13,0.9216,0.1753,New Vehicle,0,Grace Period
LOAN_04337,CUST_06991,Consumer,17607.42,Retail Financing,2025-04-08,627,6.84,12,1522.21,2,20386.97,1.2121,0.5842,0,0,0.9934,0.6396,Furniture,0,Current
LOAN_04338,CUST_07271,Consumer,10787.61,Appliances,2023-12-06,598,8.39,18,639.9,1,17463.11,0.5129,0.7206,0,3,0.9777,0.0599,None,0,Grace Period
LOAN_04339,CUST_02279,Mortgage,255993.12,Investment Property,2021-04-22,588,8.54,360,1975.63,1,546797.61,0.6991,7.5488,1,16,0.9037,0.4723,Commercial Property,1,Default
LOAN_04340,CUST_09547,Personal,2682.78,Wedding,2025-05-22,497,9.6,24,123.3,2,5388.37,1.2013,1.0891,1,33,0.854,0.378,Savings Account,0,Late (31-90 days)
LOAN_04341,CUST_06248,Personal,604.73,Emergency Fund,2024-11-25,473,11.64,12,53.63,2,1476.67,1.2872,0.6047,0,4,1.0,0.376,Savings Account,0,Grace Period
LOAN_04342,CUST_03231,Mortgage,22094.16,Land Purchase,2023-09-07,553,8.52,300,178.21,2,43579.34,1.2151,6.2768,0,2,1.0,0.4106,Residential Property,1,Default
LOAN_04343,CUST_05615,Auto,4466.27,Used Car Purchase,2022-12-31,492,9.81,72,82.31,5,9853.69,1.5,1.9861,1,23,0.8713,0.4247,Used Vehicle,1,Default
LOAN_04344,CUST_00845,Personal,1405.15,Education Fees,2025-04-10,457,10.77,12,124.04,1,1712.31,1.4885,1.4052,1,34,0.8011,0.597,Savings Account,0,Late (31-90 days)
LOAN_04345,CUST_03881,Personal,12050.84,Medical Expenses,2025-05-13,525,9.21,12,1055.04,1,18818.86,1.5,1.4775,0,0,1.0,0.6736,Jewelry,0,Current
LOAN_04346,CUST_08012,Consumer,6305.18,Appliances,2021-03-30,528,9.44,12,552.68,2,10872.44,1.5,0.7634,0,4,0.943,0.3617,Electronics,0,Grace Period
LOAN_04347,CUST_09545,Auto,6468.75,Car Refinance,2023-11-01,492,9.86,60,137.0,1,9867.28,0.3142,1.2364,1,38,0.7968,0.5951,New Vehicle,0,Late (31-90 days)
LOAN_04348,CUST_01046,Mortgage,307635.36,Land Purchase,2025-05-17,690,6.15,120,3438.6,1,692884.64,0.5548,4.1361,0,0,1.0,0.1489,Residential Property,0,Fully Paid
LOAN_04349,CUST_09180,Personal,5453.1,Relocation,2022-12-10,635,7.37,48,131.52,2,10131.99,0.1783,0.308,1,14,0.825,0.2703,Jewelry,0,Grace Period
LOAN_04350,CUST_00647,Consumer,10845.06,Appliances,2024-03-20,595,8.53,36,342.5,5,21305.47,1.1304,0.5966,0,2,1.0,0.2733,None,0,Grace Period
LOAN_04351,CUST_02891,Mortgage,3345.28,Home Construction,2025-05-24,566,8.4,240,28.82,5,6326.97,1.5,3.3453,0,18,0.9208,0.36,Land,0,Late (16-30 days)
LOAN_04352,CUST_09207,Personal,16987.85,Relocation,2024-04-21,630,7.29,12,1472.18,2,19320.53,1.2523,0.6021,0,2,1.0,0.2231,Jewelry,0,Grace Period
LOAN_04353,CUST_09609,Consumer,23661.51,Furniture,2021-05-13,575,8.8,6,4045.42,1,35961.05,1.5,0.7838,0,12,0.9883,0.4482,None,0,Grace Period
LOAN_04354,CUST_04389,Personal,650.12,Education Fees,2025-01-30,456,11.1,24,30.33,1,1041.47,0.364,0.6501,1,24,0.852,0.5349,None,0,Late (16-30 days)
LOAN_04355,CUST_08599,Mortgage,387042.05,Second Home,2020-04-03,598,8.79,180,3877.43,2,601670.89,1.3973,5.8114,1,29,0.8244,0.5822,Commercial Property,1,Default
LOAN_04356,CUST_01387,Auto,22076.51,New Car Purchase,2025-04-29,536,9.11,72,399.15,1,28417.67,0.2565,1.1821,0,0,1.0,0.6076,Motorcycle,0,Current
LOAN_04357,CUST_00333,Mortgage,179981.71,Primary Residence,2020-12-12,611,7.3,300,1306.72,1,184816.8,0.587,6.7379,1,18,0.8071,0.1943,Land,0,Late (16-30 days)
LOAN_04358,CUST_08468,Auto,1477.65,New Car Purchase,2025-05-31,532,8.51,60,30.32,1,2777.45,0.3639,1.4777,0,5,0.9557,0.8545,Used Vehicle,0,Grace Period
LOAN_04359,CUST_03070,Consumer,4343.12,Electronics Purchase,2021-11-03,567,7.94,12,377.68,2,4684.34,1.3729,0.6578,0,10,0.9256,0.2144,None,0,Grace Period
LOAN_04360,CUST_06103,Personal,31142.57,Medical Expenses,2020-08-16,601,8.82,36,987.72,1,55750.84,0.3076,0.8083,0,6,0.9759,0.0307,None,0,Grace Period
LOAN_04361,CUST_05433,Mortgage,4121.44,Investment Property,2023-09-28,527,10.1,120,54.69,1,5987.42,0.6563,4.1214,0,9,0.9501,0.4565,Commercial Property,0,Grace Period
LOAN_04362,CUST_07475,Personal,67592.29,Relocation,2022-04-06,624,8.01,36,2118.41,4,156554.69,1.5,1.453,0,7,1.0,0.3533,Jewelry,0,Grace Period
LOAN_04363,CUST_07344,Auto,1638.94,Car Refinance,2024-05-19,481,11.38,36,53.95,2,2878.03,1.2914,1.6348,0,2,0.9544,0.6655,New Vehicle,0,Grace Period
LOAN_04364,CUST_01292,Personal,6947.49,Other Personal,2025-05-16,458,11.39,12,615.3,1,13548.22,1.4793,1.3919,1,42,0.7565,0.7541,Fixed Deposit,0,Late (31-90 days)
LOAN_04365,CUST_03135,Consumer,5238.81,Furniture,2019-03-10,519,10.5,36,170.27,3,7161.21,0.7383,0.631,1,10,0.8306,0.8448,None,1,Default
LOAN_04366,CUST_08217,Mortgage,261945.19,Home Construction,2023-10-23,567,8.06,360,1933.03,4,415477.07,1.5,6.442,1,14,0.8626,0.4697,Commercial Property,0,Grace Period
LOAN_04367,CUST_09670,Personal,3570.4,Vacation,2022-12-09,597,7.05,60,70.78,4,5990.08,0.2119,0.2226,0,8,0.9875,0.3635,None,0,Grace Period
LOAN_04368,CUST_01407,Personal,6392.06,Emergency Fund,2023-08-11,487,9.71,48,161.23,4,15418.17,0.5951,0.4915,0,3,0.993,0.4683,Jewelry,0,Grace Period
LOAN_04369,CUST_07403,Consumer,3799.42,Retail Financing,2025-04-26,505,10.77,6,653.28,1,5178.25,1.196,0.5796,0,9,0.951,0.7869,Furniture,0,Grace Period
LOAN_04370,CUST_00606,Personal,9649.91,Other Personal,2021-08-02,473,10.73,60,208.52,2,20285.32,0.6395,1.2331,3,105,0.4199,0.9201,Fixed Deposit,1,Default
LOAN_04371,CUST_09339,Consumer,17920.88,Electronics Purchase,2024-10-11,616,8.43,36,565.14,1,40391.18,0.208,0.5496,0,2,0.9865,0.2222,Furniture,0,Grace Period
LOAN_04372,CUST_00095,Personal,107466.8,Education Fees,2024-08-23,679,6.73,60,2114.31,2,107749.15,0.6717,1.4226,0,1,1.0,0.4616,Jewelry,0,Grace Period
LOAN_04373,CUST_01230,Personal,24849.68,Relocation,2024-03-14,573,8.45,60,509.23,1,55048.83,0.1608,0.6539,0,17,0.9968,0.2322,Savings Account,0,Late (16-30 days)
LOAN_04374,CUST_07314,Consumer,904.19,Subscription,2024-04-08,506,10.82,24,42.07,1,1236.03,0.3186,0.5706,0,5,0.9517,0.4503,Furniture,0,Grace Period
LOAN_04375,CUST_05439,Mortgage,299691.65,Land Purchase,2024-03-06,630,6.29,240,2197.52,1,418664.51,0.607,6.8988,0,3,0.9785,0.4993,Residential Property,0,Grace Period
LOAN_04376,CUST_03582,Personal,24126.34,Other Personal,2021-02-20,562,9.59,60,507.76,2,36164.85,0.4843,0.9587,0,4,0.9909,0.276,None,1,Default
LOAN_04377,CUST_02498,Auto,6682.48,Used Car Purchase,2021-07-06,564,7.96,60,135.37,3,10398.1,0.4016,0.5507,1,28,0.828,0.1619,Motorcycle,0,Late (16-30 days)
